split_1,split_2,path_1_bw,delay_1,loss_1,path_2_bw,delay_2,loss_2
50,50,3.8,58.0,0.5,4.8,50.0,0.3
50,50,3.9,79.0,0.9,4.9,56.0,0.5
50,50,4.0,58.0,0.2,4.0,72.0,0.5
50,50,4.2,60.0,0.2,4.4,53.0,0.7
50,50,3.4,56.0,0.2,4.9,54.0,0.3
50,50,3.6,61.0,0.9,4.0,51.0,0.8
50,50,4.5,68.0,0.4,3.6,79.0,0.8
50,50,4.3,73.0,1.0,4.5,62.0,0.5
50,50,4.7,68.0,0.9,5.0,75.0,0.1
50,50,4.3,58.0,0.7,4.6,72.0,0.7
50,50,3.1,72.0,0.2,3.9,51.0,0.6
50,50,3.3,50.0,0.0,4.4,80.0,0.5
50,50,3.4,65.0,0.7,3.5,57.0,0.7
50,50,4.5,68.0,0.9,3.4,54.0,0.3
50,50,4.0,60.0,0.9,3.8,82.0,0.7
50,50,4.0,85.0,0.7,4.2,52.0,0.1
50,50,4.5,78.0,0.6,3.4,74.0,0.4
50,50,3.2,55.0,1.0,4.7,70.0,0.5
50,50,4.4,82.0,0.7,4.2,54.0,1.0
50,50,3.6,75.0,0.0,4.8,53.0,0.1
50,50,3.1,74.0,0.5,3.5,62.0,0.0
50,50,4.1,76.0,0.5,4.9,79.0,0.4
50,50,4.0,68.0,0.5,5.0,66.0,0.7
50,50,4.2,81.0,0.6,3.3,80.0,0.6
50,50,4.1,62.0,0.4,3.4,81.0,0.8
50,50,4.7,64.0,0.2,3.5,59.0,0.9
50,50,4.9,80.0,0.0,4.7,82.0,0.7
50,50,4.2,80.0,0.7,4.9,50.0,0.4
50,50,3.4,72.0,0.8,4.9,76.0,1.0
50,50,4.2,73.0,1.0,3.2,66.0,0.2
50,50,4.1,78.0,0.1,5.0,57.0,0.7
50,50,3.6,81.0,0.6,3.5,74.0,0.3
50,50,4.7,75.0,0.8,3.9,74.0,0.2
50,50,4.0,64.0,0.9,4.0,50.0,0.4
50,50,3.1,81.0,0.9,4.0,83.0,0.4
50,50,4.0,50.0,0.3,4.2,81.0,1.0
50,50,3.7,57.0,0.3,4.8,60.0,1.0
50,50,3.8,83.0,0.9,3.3,75.0,0.0
50,50,3.4,61.0,0.0,4.7,68.0,0.5
50,50,3.5,76.0,0.3,3.2,64.0,0.1
50,50,4.4,81.0,0.9,3.3,69.0,0.1
50,50,4.9,71.0,0.8,4.3,61.0,0.3
50,50,3.8,63.0,0.1,4.1,83.0,1.0
50,50,4.4,81.0,1.0,3.3,81.0,0.4
50,50,4.6,69.0,0.1,3.6,55.0,0.1
50,50,4.8,51.0,1.0,3.1,62.0,1.0
50,50,4.9,80.0,0.2,4.5,61.0,0.3
50,50,5.0,70.0,0.7,4.3,63.0,0.6
50,50,3.5,71.0,0.0,3.9,51.0,0.9
50,50,3.2,53.0,0.3,4.2,65.0,0.9
50,50,3.8,51.0,0.5,3.3,59.0,0.3
50,50,3.8,82.0,0.8,5.0,64.0,1.0
50,50,3.7,54.0,0.7,4.5,55.0,0.5
50,50,3.4,55.0,1.0,4.8,74.0,1.0
50,50,3.4,56.0,0.1,3.6,65.0,0.4
50,50,3.6,55.0,1.0,3.6,63.0,0.4
50,50,4.0,72.0,0.2,3.2,50.0,0.8
50,50,3.2,75.0,0.8,4.1,60.0,0.2
50,50,4.4,66.0,0.0,5.0,52.0,0.3
50,50,3.4,70.0,0.6,3.7,81.0,0.8
50,50,3.2,62.0,0.2,3.4,75.0,1.0
50,50,4.6,84.0,0.1,4.6,73.0,0.6
50,50,3.8,75.0,0.0,4.6,64.0,0.2
50,50,4.5,84.0,0.8,4.2,82.0,0.4
50,50,4.6,55.0,0.2,4.9,68.0,0.4
50,50,3.1,81.0,0.4,4.6,56.0,0.1
50,50,4.8,52.0,0.8,4.7,81.0,0.3
50,50,3.9,80.0,1.0,4.0,77.0,0.5
50,50,3.8,75.0,0.7,4.5,84.0,0.3
50,50,4.7,76.0,0.8,4.4,51.0,0.5
50,50,4.2,70.0,0.9,3.2,80.0,0.5
50,50,4.6,55.0,0.9,4.0,57.0,0.8
50,50,4.5,80.0,1.0,4.8,68.0,0.4
50,50,4.9,56.0,0.7,4.6,83.0,0.0
50,50,3.2,75.0,0.9,3.6,60.0,0.0
50,50,3.8,75.0,0.8,4.6,54.0,0.6
50,50,3.3,64.0,0.8,4.0,79.0,0.9
50,50,4.8,81.0,0.1,4.4,67.0,0.4
50,50,3.2,62.0,0.7,4.4,62.0,0.2
50,50,5.0,70.0,0.7,4.0,52.0,0.7
50,50,3.1,63.0,0.0,3.5,76.0,0.4
50,50,3.4,55.0,0.4,4.4,75.0,0.2
50,50,3.6,57.0,0.9,3.3,83.0,0.6
50,50,3.1,76.0,0.6,4.0,78.0,0.1
50,50,3.4,67.0,0.0,4.4,71.0,0.9
50,50,3.6,67.0,0.6,4.7,85.0,0.6
50,50,3.8,78.0,0.0,3.1,59.0,1.0
50,50,4.7,67.0,0.1,4.3,55.0,0.4
50,50,4.7,63.0,0.4,4.7,62.0,0.9
50,50,4.4,82.0,0.5,4.3,77.0,0.1
50,50,4.9,56.0,0.9,4.1,73.0,0.9
50,50,3.3,68.0,0.2,4.4,63.0,1.0
50,50,4.2,77.0,0.4,3.1,60.0,0.5
50,50,4.4,83.0,0.9,4.7,68.0,0.5
50,50,4.1,69.0,0.3,4.5,70.0,0.2
50,50,4.7,68.0,0.3,3.9,60.0,0.1
50,50,3.7,78.0,0.8,4.6,60.0,0.5
50,50,3.8,73.0,0.7,4.2,60.0,0.6
50,50,3.2,54.0,0.3,3.7,83.0,0.3
50,50,3.1,50.0,0.8,4.6,74.0,0.2
50,50,3.4,77.0,0.1,3.5,73.0,0.0
50,50,3.1,52.0,0.7,3.2,71.0,0.7
50,50,4.2,68.0,1.0,4.0,56.0,0.9
50,50,4.7,66.0,0.8,3.8,84.0,0.9
50,50,3.8,67.0,0.9,4.7,69.0,0.5
50,50,4.3,76.0,0.8,4.0,76.0,0.8
50,50,4.3,65.0,0.8,4.1,85.0,0.7
50,50,3.9,71.0,0.3,3.2,84.0,0.6
50,50,3.6,73.0,0.3,3.4,82.0,0.8
50,50,4.7,65.0,0.8,3.9,79.0,0.0
50,50,3.8,84.0,0.3,3.5,81.0,0.1
50,50,4.4,72.0,0.3,3.9,50.0,0.5
50,50,3.5,81.0,0.3,3.6,72.0,0.6
50,50,4.2,73.0,0.9,4.2,64.0,0.7
50,50,3.2,74.0,0.4,4.2,60.0,0.7
50,50,4.6,65.0,0.2,4.2,55.0,0.2
50,50,4.9,73.0,0.2,4.8,62.0,0.0
50,50,3.1,78.0,0.6,3.6,75.0,1.0
50,50,3.1,57.0,0.1,3.2,51.0,0.8
50,50,4.9,79.0,0.2,3.1,76.0,0.3
50,50,3.5,65.0,0.7,4.4,85.0,0.8
50,50,3.3,85.0,0.4,4.6,81.0,0.8
50,50,4.8,79.0,0.5,4.5,70.0,0.6
50,50,5.0,59.0,0.6,3.2,73.0,0.7
50,50,4.9,57.0,0.5,3.3,69.0,0.0
50,50,4.7,65.0,0.8,3.3,77.0,0.7
50,50,3.4,68.0,0.4,3.8,53.0,0.4
50,50,3.2,77.0,0.8,4.6,51.0,0.5
50,50,4.6,72.0,0.1,4.4,72.0,0.7
50,50,4.9,60.0,0.9,4.4,80.0,1.0
50,50,3.9,80.0,0.1,4.7,54.0,0.3
50,50,4.4,74.0,0.8,4.2,65.0,0.0
50,50,4.3,74.0,0.5,4.7,66.0,0.8
50,50,4.6,65.0,0.8,5.0,54.0,0.6
50,50,3.8,51.0,0.5,5.0,52.0,0.9
50,50,3.5,82.0,0.8,4.0,83.0,0.1
50,50,4.5,54.0,0.5,4.5,74.0,0.2
50,50,4.7,68.0,0.4,3.7,61.0,0.8
50,50,3.2,68.0,1.0,4.9,55.0,0.1
50,50,4.4,55.0,0.6,4.6,65.0,0.0
50,50,3.6,68.0,0.8,4.7,61.0,0.7
50,50,3.6,84.0,0.3,3.2,52.0,0.0
50,50,4.0,51.0,0.2,3.6,51.0,0.1
50,50,4.8,57.0,0.6,4.3,68.0,0.8
50,50,3.8,50.0,0.1,4.4,74.0,0.6
50,50,4.5,55.0,0.4,3.6,77.0,0.8
50,50,4.8,69.0,0.3,3.3,65.0,0.6
50,50,4.9,84.0,0.3,3.9,62.0,0.7
50,50,3.6,75.0,0.2,3.5,85.0,0.9
50,50,4.9,60.0,0.1,4.7,56.0,0.2
50,50,4.7,55.0,0.8,4.6,70.0,1.0
50,50,3.2,50.0,0.7,3.1,56.0,0.3
50,50,4.4,78.0,0.4,4.0,63.0,0.1
50,50,4.8,80.0,0.7,3.9,74.0,0.3
50,50,4.3,64.0,0.1,3.6,81.0,0.1
50,50,4.5,81.0,0.3,4.4,76.0,0.0
50,50,3.5,57.0,0.5,3.8,70.0,0.1
50,50,3.5,51.0,0.5,5.0,63.0,0.2
50,50,4.6,78.0,0.6,3.9,61.0,0.9
50,50,3.8,85.0,0.9,4.6,50.0,0.7
50,50,3.7,73.0,0.2,5.0,58.0,0.2
50,50,4.9,81.0,0.8,3.3,69.0,0.7
50,50,3.3,66.0,0.9,5.0,81.0,0.5
50,50,4.5,80.0,0.1,3.3,79.0,1.0
50,50,4.3,53.0,1.0,4.4,64.0,0.4
50,50,3.2,59.0,0.7,4.9,82.0,0.9
50,50,3.5,53.0,0.4,3.1,56.0,0.7
50,50,3.9,85.0,0.9,3.1,69.0,0.9
50,50,4.5,52.0,0.4,4.1,83.0,0.0
50,50,3.3,67.0,0.2,4.6,81.0,0.5
50,50,4.6,59.0,0.4,4.0,69.0,0.0
50,50,3.7,70.0,0.4,3.9,53.0,1.0
50,50,4.0,65.0,0.7,3.5,78.0,0.8
50,50,3.7,81.0,0.1,3.4,51.0,0.6
50,50,4.9,73.0,0.7,3.2,77.0,0.8
50,50,3.8,78.0,0.7,4.3,52.0,0.1
50,50,3.1,66.0,1.0,4.6,73.0,0.3
50,50,5.0,70.0,0.2,3.7,51.0,0.6
50,50,3.8,77.0,0.4,4.4,64.0,0.6
50,50,3.5,54.0,0.8,4.9,83.0,0.8
50,50,3.8,77.0,0.8,4.2,83.0,1.0
50,50,3.8,52.0,0.5,4.0,81.0,0.2
50,50,3.9,66.0,0.7,4.2,70.0,0.3
50,50,4.6,50.0,0.4,4.7,81.0,0.4
50,50,4.2,71.0,0.1,4.7,51.0,0.8
50,50,4.1,64.0,0.3,3.7,78.0,0.2
50,50,4.6,78.0,0.5,4.7,57.0,0.5
50,50,3.1,55.0,0.5,3.6,71.0,0.0
50,50,3.1,58.0,0.8,3.8,84.0,0.6
50,50,4.7,73.0,0.8,3.3,63.0,0.4
50,50,4.3,57.0,0.3,4.7,65.0,0.0
50,50,3.7,83.0,0.3,3.7,53.0,0.5
50,50,4.9,74.0,0.1,3.7,71.0,0.5
50,50,4.4,50.0,0.8,4.0,50.0,0.5
50,50,4.9,54.0,0.5,3.4,73.0,0.5
50,50,4.6,77.0,0.3,4.1,60.0,0.2
50,50,3.9,61.0,0.3,3.2,70.0,0.5
50,50,5.0,84.0,0.5,4.9,66.0,0.5
50,50,4.1,84.0,0.7,3.7,60.0,0.2
50,50,3.5,50.0,0.0,3.1,60.0,0.5
50,50,4.1,80.0,0.5,3.9,76.0,0.3
50,50,4.3,82.0,1.0,4.7,51.0,0.9
50,50,4.5,54.0,0.4,4.5,63.0,0.0
50,50,4.8,53.0,1.0,3.6,50.0,0.8
50,50,3.2,62.0,0.1,3.9,64.0,0.0
50,50,4.4,70.0,1.0,3.8,56.0,0.8
50,50,4.4,74.0,0.0,3.4,52.0,0.7
50,50,3.6,66.0,0.5,4.0,54.0,0.8
50,50,4.6,72.0,0.4,3.7,70.0,0.9
50,50,4.2,54.0,0.1,4.3,61.0,0.2
50,50,4.3,76.0,0.9,4.4,85.0,0.9
50,50,3.1,73.0,0.9,3.2,61.0,0.3
50,50,4.7,60.0,0.1,4.9,65.0,0.8
50,50,4.9,80.0,0.6,3.5,52.0,0.1
50,50,5.0,67.0,0.9,4.7,63.0,0.3
50,50,4.8,66.0,0.9,3.1,76.0,1.0
50,50,4.9,70.0,0.0,3.8,77.0,0.3
50,50,3.6,81.0,0.1,3.7,54.0,1.0
50,50,4.4,75.0,0.5,4.4,63.0,0.4
50,50,3.7,61.0,0.7,4.3,74.0,0.1
50,50,5.0,84.0,0.9,4.3,84.0,0.7
50,50,3.8,68.0,0.9,3.1,62.0,0.7
50,50,3.6,80.0,0.8,3.6,80.0,0.7
50,50,4.2,66.0,0.7,3.3,73.0,0.0
50,50,4.1,75.0,0.3,4.0,83.0,0.2
50,50,3.4,53.0,0.3,5.0,70.0,0.0
50,50,3.4,61.0,0.3,3.8,74.0,0.5
50,50,3.6,65.0,0.9,4.0,78.0,1.0
50,50,3.7,78.0,0.6,4.8,81.0,0.3
50,50,3.9,51.0,0.5,4.8,61.0,0.9
50,50,4.4,59.0,0.7,5.0,51.0,0.1
50,50,4.1,55.0,0.2,3.6,78.0,1.0
50,50,3.4,66.0,0.9,3.1,51.0,0.1
50,50,3.1,83.0,0.8,3.5,71.0,1.0
50,50,4.6,69.0,0.1,3.7,85.0,0.2
50,50,3.3,82.0,1.0,3.7,59.0,0.8
50,50,4.5,71.0,0.6,3.5,65.0,0.8
50,50,3.3,54.0,0.2,3.4,56.0,0.6
50,50,4.4,74.0,0.8,4.4,83.0,0.9
50,50,4.9,82.0,1.0,3.5,81.0,0.5
50,50,4.9,51.0,0.8,3.7,69.0,0.9
50,50,4.3,69.0,1.0,4.2,82.0,0.3
50,50,3.9,75.0,0.7,4.4,54.0,0.9
50,50,3.7,67.0,0.1,4.9,81.0,0.2
50,50,4.7,71.0,0.9,3.6,64.0,0.1
50,50,3.3,62.0,0.2,4.6,72.0,0.0
50,50,3.3,84.0,0.9,4.8,68.0,0.6
50,50,3.4,68.0,0.9,4.9,78.0,0.7
50,50,3.1,65.0,0.1,3.4,68.0,0.5
50,50,4.8,66.0,0.4,4.2,83.0,0.8
50,50,3.9,61.0,0.9,3.3,58.0,0.0
50,50,4.8,62.0,0.2,3.1,84.0,0.5
50,50,4.8,65.0,0.7,4.8,64.0,0.0
50,50,3.6,50.0,0.6,4.0,79.0,0.5
50,50,3.8,74.0,0.2,4.1,75.0,0.2
50,50,4.9,66.0,0.6,4.0,64.0,0.8
50,50,3.3,60.0,1.0,4.4,84.0,0.3
50,50,3.5,82.0,0.8,3.5,70.0,0.2
50,50,4.6,74.0,0.1,4.9,61.0,0.9
50,50,4.9,83.0,0.6,4.9,63.0,0.8
50,50,4.4,75.0,0.6,4.6,85.0,0.0
50,50,3.8,58.0,0.2,3.2,70.0,0.2
50,50,3.9,59.0,0.8,4.0,57.0,0.1
50,50,3.7,64.0,0.3,3.5,85.0,0.8
50,50,3.2,59.0,0.6,4.6,76.0,0.5
50,50,3.3,68.0,1.0,3.7,67.0,0.7
50,50,4.3,61.0,1.0,4.8,56.0,0.6
50,50,3.2,58.0,0.7,4.1,56.0,0.7
50,50,3.6,66.0,0.7,3.9,75.0,0.0
50,50,3.3,70.0,0.1,3.4,56.0,0.2
50,50,4.2,50.0,0.1,3.2,56.0,0.2
50,50,5.0,65.0,0.9,3.6,83.0,0.3
50,50,5.0,65.0,0.8,3.3,76.0,0.2
50,50,4.1,79.0,0.3,3.5,71.0,0.5
50,50,3.7,76.0,0.9,4.7,50.0,0.3
50,50,3.2,58.0,0.1,3.6,55.0,0.0
50,50,4.4,57.0,0.9,3.8,69.0,0.1
50,50,4.8,75.0,0.9,4.2,80.0,0.0
50,50,3.1,52.0,0.3,3.4,85.0,0.9
50,50,3.8,82.0,0.8,4.3,67.0,1.0
50,50,4.5,64.0,0.6,3.2,63.0,0.0
50,50,4.5,67.0,0.4,4.8,63.0,0.9
50,50,4.3,53.0,0.6,3.5,70.0,0.9
50,50,5.0,74.0,0.0,4.3,75.0,0.6
50,50,3.2,77.0,0.9,3.5,61.0,0.2
50,50,4.0,81.0,0.4,4.4,57.0,0.8
50,50,4.1,60.0,0.5,4.9,78.0,0.2
50,50,3.9,54.0,0.1,3.1,58.0,0.0
50,50,4.5,69.0,0.8,3.3,73.0,0.4
50,50,3.1,51.0,0.2,3.3,81.0,0.4
50,50,4.4,59.0,0.4,3.5,75.0,0.2
50,50,3.9,55.0,0.5,3.3,50.0,0.3
50,50,3.2,72.0,0.8,3.7,67.0,0.4
50,50,4.6,84.0,0.9,3.8,76.0,0.7
50,50,4.3,78.0,0.1,3.8,76.0,0.3
50,50,3.6,76.0,0.5,4.9,70.0,0.3
50,50,4.3,54.0,0.0,4.8,69.0,0.0
50,50,4.9,71.0,0.3,4.6,67.0,0.3
50,50,4.4,73.0,0.0,5.0,76.0,0.2
50,50,3.9,75.0,0.5,4.4,70.0,0.4
50,50,4.8,65.0,0.2,4.7,74.0,0.4
50,50,3.2,84.0,0.1,4.6,65.0,1.0
50,50,4.3,50.0,0.1,3.6,56.0,0.9
50,50,3.7,64.0,0.3,3.5,54.0,0.8
50,50,3.1,58.0,0.5,3.9,67.0,0.6
50,50,3.5,76.0,1.0,4.5,78.0,0.4
50,50,3.5,66.0,0.4,4.9,50.0,0.5
50,50,4.1,75.0,0.0,4.6,84.0,0.0
50,50,4.6,57.0,0.6,3.8,71.0,1.0
50,50,5.0,67.0,0.8,4.6,61.0,0.0
50,50,3.8,85.0,0.3,4.6,51.0,0.0
50,50,3.8,55.0,0.4,4.3,81.0,0.3
50,50,5.0,69.0,0.3,3.8,73.0,0.2
50,50,3.2,68.0,0.9,4.8,85.0,0.3
50,50,4.3,77.0,0.8,3.8,83.0,1.0
50,50,4.5,51.0,0.7,4.0,71.0,0.3
50,50,4.3,74.0,0.3,3.8,62.0,0.3
50,50,4.5,50.0,0.0,3.8,75.0,1.0
50,50,3.5,76.0,0.2,3.8,67.0,0.5
50,50,3.3,70.0,0.9,4.3,81.0,0.3
50,50,4.3,71.0,0.7,3.9,80.0,0.3
50,50,4.3,69.0,0.8,4.4,62.0,0.6
50,50,3.6,58.0,1.0,4.4,85.0,0.5
50,50,3.3,58.0,0.7,3.9,65.0,0.8
50,50,3.4,50.0,0.2,4.6,81.0,1.0
50,50,4.7,72.0,0.6,4.0,60.0,0.3
50,50,3.8,62.0,0.3,4.5,83.0,0.2
50,50,3.3,83.0,0.0,3.7,71.0,0.9
50,50,3.4,53.0,0.6,4.9,79.0,0.0
50,50,4.3,62.0,0.4,3.7,56.0,1.0
50,50,4.0,64.0,0.5,4.1,79.0,0.4
50,50,3.9,50.0,1.0,4.0,69.0,1.0
50,50,4.9,81.0,0.3,3.5,50.0,0.6
50,50,3.1,60.0,0.5,3.2,60.0,0.2
50,50,4.4,77.0,0.2,3.3,66.0,0.9
50,50,3.5,59.0,0.4,4.5,77.0,0.9
50,50,3.5,58.0,0.2,3.9,71.0,0.5
50,50,3.3,67.0,0.6,4.6,54.0,0.4
50,50,3.6,59.0,0.0,3.9,70.0,0.4
50,50,4.3,74.0,0.4,4.7,71.0,1.0
50,50,3.1,64.0,0.9,4.1,79.0,1.0
50,50,3.7,81.0,0.8,3.7,64.0,0.3
50,50,3.9,57.0,0.0,4.8,59.0,0.0
50,50,4.2,65.0,0.8,4.3,69.0,0.3
50,50,3.2,78.0,0.7,3.7,75.0,0.1
50,50,3.9,67.0,0.1,3.4,73.0,0.5
50,50,4.9,81.0,0.9,3.8,76.0,0.3
50,50,3.6,53.0,0.7,4.6,85.0,0.3
50,50,4.6,80.0,0.5,4.1,52.0,0.3
50,50,5.0,71.0,0.9,4.2,72.0,0.6
50,50,3.7,66.0,0.6,3.5,74.0,0.6
50,50,5.0,52.0,0.7,3.9,55.0,0.1
50,50,3.5,84.0,0.2,3.4,51.0,0.8
50,50,4.4,74.0,0.6,4.5,67.0,0.9
50,50,4.6,60.0,0.0,3.1,78.0,0.4
50,50,4.2,54.0,0.9,4.4,58.0,0.9
50,50,3.8,81.0,1.0,5.0,74.0,0.4
50,50,4.4,54.0,0.6,4.9,53.0,1.0
50,50,4.3,63.0,0.8,3.3,55.0,0.5
50,50,4.7,75.0,0.8,3.3,78.0,0.7
50,50,5.0,67.0,0.0,4.6,66.0,0.9
50,50,3.8,66.0,0.8,4.0,68.0,0.5
50,50,4.2,82.0,0.4,3.8,69.0,0.6
50,50,3.2,57.0,0.8,3.7,81.0,1.0
50,50,4.0,53.0,0.8,4.8,62.0,0.5
50,50,3.8,73.0,0.4,4.5,64.0,1.0
50,50,3.8,83.0,1.0,4.7,63.0,1.0
50,50,4.3,54.0,0.9,4.2,67.0,0.6
50,50,3.8,85.0,0.4,3.2,65.0,0.0
50,50,4.1,64.0,1.0,4.8,51.0,0.4
50,50,4.9,72.0,1.0,3.6,79.0,0.6
50,50,4.3,54.0,0.6,4.0,59.0,0.7
50,50,4.2,84.0,0.6,3.7,64.0,0.3
50,50,4.8,58.0,0.5,4.3,50.0,0.9
50,50,4.3,70.0,0.5,4.0,62.0,0.8
50,50,3.8,58.0,0.8,3.5,65.0,0.7
50,50,3.2,77.0,0.1,4.6,68.0,0.0
50,50,4.7,84.0,0.7,4.1,74.0,0.0
50,50,4.5,66.0,0.0,4.8,67.0,0.6
50,50,3.3,68.0,0.2,3.1,50.0,0.5
50,50,4.5,57.0,0.8,3.2,71.0,1.0
50,50,4.6,50.0,0.9,4.6,69.0,0.3
50,50,4.7,74.0,0.7,5.0,59.0,0.8
40,60,3.7,81.0,0.1,3.4,51.0,0.6
40,60,3.8,78.0,0.0,3.1,59.0,1.0
40,60,3.7,82.0,1.0,3.6,71.0,0.4
40,60,3.2,77.0,0.9,3.5,61.0,0.2
40,60,4.9,53.0,0.5,3.4,59.0,0.4
40,60,3.8,69.0,0.1,3.4,51.0,0.8
40,60,3.7,66.0,0.6,3.5,74.0,0.6
40,60,3.4,68.0,0.4,3.8,53.0,0.4
40,60,3.9,63.0,0.9,4.9,82.0,0.2
40,60,4.1,77.0,0.1,4.3,50.0,0.6
40,60,4.7,71.0,0.9,3.6,64.0,0.1
40,60,3.3,57.0,0.0,4.7,64.0,0.8
40,60,4.8,65.0,0.2,4.7,74.0,0.4
40,60,3.1,64.0,0.3,4.1,61.0,0.9
40,60,3.7,61.0,0.4,3.1,64.0,0.5
40,60,3.3,81.0,0.0,4.0,52.0,0.0
40,60,3.5,82.0,0.4,3.3,64.0,0.1
40,60,4.2,55.0,0.3,4.7,51.0,0.7
40,60,4.7,65.0,0.8,3.9,79.0,0.0
40,60,3.8,73.0,0.7,4.2,60.0,0.6
40,60,3.9,72.0,0.4,4.9,52.0,0.4
40,60,4.9,51.0,0.8,3.7,69.0,0.9
40,60,4.2,84.0,0.6,3.7,64.0,0.3
40,60,4.7,57.0,0.9,3.6,81.0,0.6
40,60,4.7,54.0,1.0,3.5,62.0,0.9
40,60,4.0,58.0,0.2,4.0,72.0,0.5
40,60,4.7,75.0,0.9,3.6,66.0,0.4
40,60,4.3,73.0,1.0,4.5,62.0,0.5
40,60,4.9,73.0,0.9,3.7,83.0,0.9
40,60,4.8,65.0,0.7,4.8,64.0,0.0
40,60,4.9,80.0,0.8,3.5,67.0,0.9
40,60,3.2,55.0,1.0,4.7,70.0,0.5
40,60,3.6,61.0,0.1,4.2,63.0,0.7
40,60,3.9,50.0,1.0,4.0,69.0,1.0
40,60,4.5,64.0,1.0,4.7,82.0,0.5
40,60,4.3,67.0,0.4,5.0,64.0,0.3
40,60,4.6,72.0,0.1,4.4,72.0,0.7
40,60,4.0,68.0,0.5,5.0,66.0,0.7
40,60,3.5,76.0,0.3,3.2,64.0,0.1
40,60,4.9,75.0,0.6,3.5,61.0,0.5
40,60,3.8,82.0,0.8,5.0,64.0,1.0
40,60,4.5,85.0,0.9,4.2,72.0,0.5
40,60,5.0,51.0,0.8,3.2,70.0,0.8
40,60,4.2,60.0,0.2,4.4,53.0,0.7
40,60,4.8,78.0,0.8,3.1,59.0,0.2
40,60,3.8,58.0,0.8,3.5,65.0,0.7
40,60,3.4,78.0,0.8,3.1,75.0,1.0
40,60,4.0,76.0,0.6,3.9,64.0,0.4
40,60,4.9,85.0,0.4,4.5,75.0,0.7
40,60,3.2,58.0,0.7,4.1,56.0,0.7
40,60,4.1,60.0,0.5,4.9,78.0,0.2
40,60,4.4,82.0,0.5,4.3,77.0,0.1
40,60,4.6,74.0,0.7,3.5,84.0,0.2
40,60,4.7,51.0,0.2,4.5,56.0,1.0
40,60,4.7,65.0,0.8,3.3,77.0,0.7
40,60,3.8,63.0,0.1,4.1,83.0,1.0
40,60,3.2,52.0,0.6,3.4,57.0,0.5
40,60,4.3,76.0,0.9,4.4,85.0,0.9
40,60,4.8,61.0,1.0,3.2,75.0,0.7
40,60,3.8,84.0,0.3,3.5,81.0,0.1
40,60,4.3,52.0,1.0,4.2,68.0,0.0
40,60,4.2,60.0,0.6,3.6,81.0,0.5
40,60,3.6,63.0,0.0,4.3,80.0,0.4
40,60,4.2,69.0,1.0,4.2,82.0,0.6
40,60,4.8,83.0,0.2,4.1,69.0,0.4
40,60,4.1,58.0,0.1,4.7,54.0,0.3
40,60,4.4,72.0,0.3,3.9,50.0,0.5
40,60,4.3,76.0,0.8,4.0,76.0,0.8
40,60,3.8,77.0,0.0,4.1,50.0,0.9
40,60,3.5,82.0,0.8,3.5,70.0,0.2
40,60,3.8,58.0,0.5,4.8,50.0,0.3
40,60,3.6,57.0,0.1,4.5,53.0,1.0
40,60,4.8,52.0,0.8,4.7,81.0,0.3
40,60,3.5,76.0,0.2,4.5,79.0,0.2
40,60,3.6,50.0,0.6,4.0,79.0,0.5
40,60,4.0,60.0,0.8,4.9,59.0,0.0
40,60,4.1,80.0,0.6,4.9,70.0,0.3
40,60,4.0,66.0,0.0,3.5,53.0,0.3
40,60,3.6,63.0,1.0,3.7,83.0,0.3
40,60,4.6,50.0,0.4,4.7,81.0,0.4
40,60,4.4,50.0,0.8,4.0,50.0,0.5
40,60,4.4,56.0,0.8,4.5,66.0,0.2
40,60,4.8,61.0,0.9,3.3,81.0,0.6
40,60,4.3,56.0,0.9,4.2,58.0,0.1
40,60,4.3,54.0,0.0,4.8,69.0,0.0
40,60,3.1,54.0,0.2,3.6,73.0,0.0
40,60,4.8,61.0,0.5,4.0,85.0,0.6
40,60,4.8,78.0,0.7,3.7,75.0,0.5
40,60,4.3,64.0,0.5,4.4,72.0,1.0
40,60,3.6,57.0,0.9,3.3,83.0,0.6
40,60,3.1,60.0,0.5,3.2,60.0,0.2
40,60,4.9,56.0,0.7,4.6,83.0,0.0
40,60,3.8,77.0,0.4,4.4,64.0,0.6
40,60,3.3,52.0,0.4,3.6,78.0,0.1
40,60,4.2,84.0,0.4,3.2,81.0,0.7
40,60,4.9,83.0,0.6,4.9,63.0,0.8
40,60,4.6,78.0,0.6,4.3,52.0,0.2
40,60,4.7,74.0,0.7,4.9,68.0,1.0
40,60,4.6,74.0,0.1,4.9,61.0,0.9
40,60,3.2,72.0,0.4,3.9,78.0,0.3
40,60,3.6,68.0,0.8,4.7,61.0,0.7
40,60,4.2,70.0,0.9,3.2,80.0,0.5
40,60,4.5,80.0,0.4,3.3,55.0,1.0
40,60,3.4,65.0,0.9,4.9,55.0,1.0
40,60,3.9,55.0,0.6,3.4,61.0,0.1
40,60,3.7,58.0,0.7,3.3,65.0,0.6
40,60,4.9,81.0,0.3,3.5,50.0,0.6
40,60,4.7,63.0,0.5,4.7,65.0,0.0
40,60,3.5,71.0,0.0,3.9,51.0,0.9
40,60,3.6,67.0,0.1,4.8,82.0,0.6
40,60,3.7,78.0,0.6,4.8,81.0,0.3
40,60,4.9,71.0,0.3,4.6,67.0,0.3
40,60,3.9,77.0,0.9,5.0,58.0,0.4
40,60,4.0,70.0,0.5,3.2,52.0,0.7
40,60,4.6,65.0,0.8,3.8,66.0,1.0
